"sim.id","status","reg.of.origin","w","alpha","beta","sigma_E","carry.cap","energy.gradient","max.K","num.of.bins","max.time","max.richness","replicate","disturb_frequency","temperate_disturb_intensity","tropical_disturb_intensity","specn.gradient","specn.factor","gamma"
3137,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,10,0.85,0.75,"off",NA,0.1
3138,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,10,0.85,0.75,"off",NA,0.1
3139,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,10,0.85,0.75,"off",NA,0.1
3140,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,10,0.85,0.75,"off",NA,0.1
3141,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,10,0.85,0.75,"off",NA,0.1
3142,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,10,0.85,0.75,"off",NA,0.1
3143,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,10,0.85,0.75,"off",NA,0.1
3144,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,10,0.85,0.75,"off",NA,0.1
3145,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,10,0.95,0.75,"off",NA,0.1
3146,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,10,0.95,0.75,"off",NA,0.1
3147,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,10,0.95,0.75,"off",NA,0.1
3148,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,10,0.95,0.75,"off",NA,0.1
3149,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,10,0.95,0.75,"off",NA,0.1
3150,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,10,0.95,0.75,"off",NA,0.1
3151,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,10,0.95,0.75,"off",NA,0.1
3152,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,10,0.95,0.75,"off",NA,0.1
3153,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,10,0.95,0.75,"off",NA,0.1
3154,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,10,0.95,0.75,"off",NA,0.1
3155,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,50,0.75,0.75,"off",NA,0.1
3156,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,50,0.75,0.75,"off",NA,0.1
3157,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,50,0.75,0.75,"off",NA,0.1
3158,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,50,0.75,0.75,"off",NA,0.1
3159,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,50,0.75,0.75,"off",NA,0.1
3160,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,50,0.75,0.75,"off",NA,0.1
3161,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,50,0.75,0.75,"off",NA,0.1
3162,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,50,0.75,0.75,"off",NA,0.1
3163,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,50,0.75,0.75,"off",NA,0.1
3164,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,50,0.75,0.75,"off",NA,0.1
3165,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,50,0.85,0.75,"off",NA,0.1
3166,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,50,0.85,0.75,"off",NA,0.1
3167,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,50,0.85,0.75,"off",NA,0.1
3168,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,50,0.85,0.75,"off",NA,0.1
3169,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,50,0.85,0.75,"off",NA,0.1
3170,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,50,0.85,0.75,"off",NA,0.1
3171,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,50,0.85,0.75,"off",NA,0.1
3172,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,50,0.85,0.75,"off",NA,0.1
3173,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,50,0.85,0.75,"off",NA,0.1
3174,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,50,0.85,0.75,"off",NA,0.1
3175,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,50,0.95,0.75,"off",NA,0.1
3176,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,50,0.95,0.75,"off",NA,0.1
3177,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,50,0.95,0.75,"off",NA,0.1
3178,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,50,0.95,0.75,"off",NA,0.1
3179,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,50,0.95,0.75,"off",NA,0.1
3180,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,50,0.95,0.75,"off",NA,0.1
3181,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,50,0.95,0.75,"off",NA,0.1
3182,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,50,0.95,0.75,"off",NA,0.1
3183,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,50,0.95,0.75,"off",NA,0.1
3184,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,50,0.95,0.75,"off",NA,0.1
3185,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,100,0.75,0.75,"off",NA,0.1
3186,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,100,0.75,0.75,"off",NA,0.1
3187,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,100,0.75,0.75,"off",NA,0.1
3188,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,100,0.75,0.75,"off",NA,0.1
3189,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,100,0.75,0.75,"off",NA,0.1
3190,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,100,0.75,0.75,"off",NA,0.1
3191,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,100,0.75,0.75,"off",NA,0.1
3192,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,100,0.75,0.75,"off",NA,0.1
3193,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,100,0.75,0.75,"off",NA,0.1
3194,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,100,0.75,0.75,"off",NA,0.1
3195,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,100,0.85,0.75,"off",NA,0.1
3196,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,100,0.85,0.75,"off",NA,0.1
3197,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,100,0.85,0.75,"off",NA,0.1
3198,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,100,0.85,0.75,"off",NA,0.1
3199,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,100,0.85,0.75,"off",NA,0.1
3200,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,100,0.85,0.75,"off",NA,0.1
3201,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,100,0.85,0.75,"off",NA,0.1
3202,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,100,0.85,0.75,"off",NA,0.1
3203,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,100,0.85,0.75,"off",NA,0.1
3204,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,100,0.85,0.75,"off",NA,0.1
3205,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,100,0.95,0.75,"off",NA,0.1
3206,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,100,0.95,0.75,"off",NA,0.1
3207,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,100,0.95,0.75,"off",NA,0.1
3208,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,100,0.95,0.75,"off",NA,0.1
3209,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,100,0.95,0.75,"off",NA,0.1
3210,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,100,0.95,0.75,"off",NA,0.1
3211,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,100,0.95,0.75,"off",NA,0.1
3212,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,100,0.95,0.75,"off",NA,0.1
3213,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,100,0.95,0.75,"off",NA,0.1
3214,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,100,0.95,0.75,"off",NA,0.1
3215,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,10,0.75,0.75,"off",NA,0.1
3216,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,10,0.75,0.75,"off",NA,0.1
3217,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,10,0.75,0.75,"off",NA,0.1
3218,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,10,0.75,0.75,"off",NA,0.1
3219,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,10,0.75,0.75,"off",NA,0.1
3220,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,10,0.75,0.75,"off",NA,0.1
3221,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,10,0.75,0.75,"off",NA,0.1
3222,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,10,0.75,0.75,"off",NA,0.1
3223,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,10,0.75,0.75,"off",NA,0.1
3224,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,10,0.75,0.75,"off",NA,0.1
3225,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,10,0.85,0.75,"off",NA,0.1
3226,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,10,0.85,0.75,"off",NA,0.1
3227,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,10,0.85,0.75,"off",NA,0.1
3228,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,10,0.85,0.75,"off",NA,0.1
3229,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,10,0.85,0.75,"off",NA,0.1
3230,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,10,0.85,0.75,"off",NA,0.1
3231,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,10,0.85,0.75,"off",NA,0.1
3232,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,10,0.85,0.75,"off",NA,0.1
3233,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,10,0.85,0.75,"off",NA,0.1
3234,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,10,0.85,0.75,"off",NA,0.1
3235,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,10,0.95,0.75,"off",NA,0.1
3236,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,10,0.95,0.75,"off",NA,0.1
3237,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,10,0.95,0.75,"off",NA,0.1
3238,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,10,0.95,0.75,"off",NA,0.1
3239,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,10,0.95,0.75,"off",NA,0.1
3240,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,10,0.95,0.75,"off",NA,0.1
3241,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,10,0.95,0.75,"off",NA,0.1
3242,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,10,0.95,0.75,"off",NA,0.1
3243,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,10,0.95,0.75,"off",NA,0.1
3244,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,10,0.95,0.75,"off",NA,0.1
3245,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,50,0.75,0.75,"off",NA,0.1
3246,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,50,0.75,0.75,"off",NA,0.1
3247,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,50,0.75,0.75,"off",NA,0.1
3248,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,50,0.75,0.75,"off",NA,0.1
3249,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,50,0.75,0.75,"off",NA,0.1
3250,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,50,0.75,0.75,"off",NA,0.1
3251,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,50,0.75,0.75,"off",NA,0.1
3252,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,50,0.75,0.75,"off",NA,0.1
3253,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,50,0.75,0.75,"off",NA,0.1
3254,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,50,0.75,0.75,"off",NA,0.1
3255,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,50,0.85,0.75,"off",NA,0.1
3256,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,50,0.85,0.75,"off",NA,0.1
3257,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,50,0.85,0.75,"off",NA,0.1
3258,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,50,0.85,0.75,"off",NA,0.1
3259,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,50,0.85,0.75,"off",NA,0.1
3260,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,50,0.85,0.75,"off",NA,0.1
3261,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,50,0.85,0.75,"off",NA,0.1
3262,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,50,0.85,0.75,"off",NA,0.1
3263,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,50,0.85,0.75,"off",NA,0.1
3264,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,50,0.85,0.75,"off",NA,0.1
3265,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,50,0.95,0.75,"off",NA,0.1
3266,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,50,0.95,0.75,"off",NA,0.1
3267,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,50,0.95,0.75,"off",NA,0.1
3268,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,50,0.95,0.75,"off",NA,0.1
3269,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,50,0.95,0.75,"off",NA,0.1
3270,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,50,0.95,0.75,"off",NA,0.1
3271,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,50,0.95,0.75,"off",NA,0.1
3272,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,50,0.95,0.75,"off",NA,0.1
3273,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,50,0.95,0.75,"off",NA,0.1
3274,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,50,0.95,0.75,"off",NA,0.1
3275,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,100,0.75,0.75,"off",NA,0.1
3276,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,100,0.75,0.75,"off",NA,0.1
3277,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,100,0.75,0.75,"off",NA,0.1
3278,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,100,0.75,0.75,"off",NA,0.1
3279,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,100,0.75,0.75,"off",NA,0.1
3280,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,100,0.75,0.75,"off",NA,0.1
3281,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,100,0.75,0.75,"off",NA,0.1
3282,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,100,0.75,0.75,"off",NA,0.1
3283,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,100,0.75,0.75,"off",NA,0.1
3284,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,100,0.75,0.75,"off",NA,0.1
3285,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,100,0.85,0.75,"off",NA,0.1
3286,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,100,0.85,0.75,"off",NA,0.1
3287,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,100,0.85,0.75,"off",NA,0.1
3288,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,100,0.85,0.75,"off",NA,0.1
3289,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,100,0.85,0.75,"off",NA,0.1
3290,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,100,0.85,0.75,"off",NA,0.1
3291,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,100,0.85,0.75,"off",NA,0.1
3292,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,100,0.85,0.75,"off",NA,0.1
3293,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,100,0.85,0.75,"off",NA,0.1
3294,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,100,0.85,0.75,"off",NA,0.1
3295,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,100,0.95,0.75,"off",NA,0.1
3296,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,100,0.95,0.75,"off",NA,0.1
3297,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,100,0.95,0.75,"off",NA,0.1
3298,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,100,0.95,0.75,"off",NA,0.1
3299,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,100,0.95,0.75,"off",NA,0.1
3300,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,100,0.95,0.75,"off",NA,0.1
3301,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,100,0.95,0.75,"off",NA,0.1
3302,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,100,0.95,0.75,"off",NA,0.1
3303,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,100,0.95,0.75,"off",NA,0.1
3304,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,100,0.95,0.75,"off",NA,0.1
3305,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,0,0,0,"off",NA,0.1
3306,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,0,0,0,"off",NA,0.1
3307,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,0,0,0,"off",NA,0.1
3308,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,0,0,0,"off",NA,0.1
3309,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,0,0,0,"off",NA,0.1
3310,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,0,0,0,"off",NA,0.1
3311,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,0,0,0,"off",NA,0.1
3312,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,0,0,0,"off",NA,0.1
3313,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,0,0,0,"off",NA,0.1
3314,"completed","tropical",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,0,0,0,"off",NA,0.1
3315,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,1,0,0,0,"off",NA,0.1
3316,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,2,0,0,0,"off",NA,0.1
3317,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,3,0,0,0,"off",NA,0.1
3318,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,4,0,0,0,"off",NA,0.1
3319,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,5,0,0,0,"off",NA,0.1
3320,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,6,0,0,0,"off",NA,0.1
3321,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,7,0,0,0,"off",NA,0.1
3322,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,8,0,0,0,"off",NA,0.1
3323,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,9,0,0,0,"off",NA,0.1
3324,"completed","temperate",3,1e-06,1e-04,1,"on","off",40000,11,30000,3000,10,0,0,0,"off",NA,0.1
3325,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,1,0,0.99,0.75,"off",NA,0.1
3326,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,2,0,0.99,0.75,"off",NA,0.1
3327,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,3,0,0.99,0.75,"off",NA,0.1
3328,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,4,0,0.99,0.75,"off",NA,0.1
3329,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,5,0,0.99,0.75,"off",NA,0.1
3330,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,6,0,0.99,0.75,"off",NA,0.1
3331,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,7,0,0.99,0.75,"off",NA,0.1
3332,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,8,0,0.99,0.75,"off",NA,0.1
3333,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,9,0,0.99,0.75,"off",NA,0.1
3334,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,10,0,0.99,0.75,"off",NA,0.1
3335,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,1,100,0.99,0.75,"off",NA,0.1
3336,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,2,100,0.99,0.75,"off",NA,0.1
3337,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,3,100,0.99,0.75,"off",NA,0.1
3338,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,4,100,0.99,0.75,"off",NA,0.1
3339,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,5,100,0.99,0.75,"off",NA,0.1
3340,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,6,100,0.99,0.75,"off",NA,0.1
3341,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,7,100,0.99,0.75,"off",NA,0.1
3342,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,8,100,0.99,0.75,"off",NA,0.1
3343,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,9,100,0.99,0.75,"off",NA,0.1
3344,"completed","tropical",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,10,100,0.99,0.75,"off",NA,0.1
3345,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,1,0,0.99,0.75,"off",NA,0.1
3346,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,2,0,0.99,0.75,"off",NA,0.1
3347,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,3,0,0.99,0.75,"off",NA,0.1
3348,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,4,0,0.99,0.75,"off",NA,0.1
3349,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,5,0,0.99,0.75,"off",NA,0.1
3350,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,6,0,0.99,0.75,"off",NA,0.1
3351,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,7,0,0.99,0.75,"off",NA,0.1
3352,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,8,0,0.99,0.75,"off",NA,0.1
3353,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,9,0,0.99,0.75,"off",NA,0.1
3354,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,10,0,0.99,0.75,"off",NA,0.1
3355,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,1,100,0.99,0.75,"off",NA,0.1
3356,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,2,100,0.99,0.75,"off",NA,0.1
3357,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,3,100,0.99,0.75,"off",NA,0.1
